Group,Country,Name,Image,Path,PersonPercentage,Predominant
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco2.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco2.jpg,0.3581913034420263,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco20.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco20.jpg,0.4935920268787643,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco23.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco23.jpg,0.6100218491617361,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco25.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco25.jpg,0.3204924146732844,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco26.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco26.jpg,0.3008513961662132,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco27.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco27.jpg,0.5474759236118303,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco31.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco31.jpg,0.3223450275044281,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco32.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco32.jpg,0.2958717881751902,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco34.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco34.jpg,0.4451738575551532,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco37.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco37.jpg,0.8370211125012693,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco38.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco38.jpg,0.4660855916606182,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco48.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco48.jpg,0.8007958740751322,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco6.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco6.jpg,0.6729239563268766,False
Group A,Ecuador Players,Images_Djorkaeff Reasco,Djorkaeff Reasco9.jpg,data/Images/Group A/Ecuador Players/Images_Djorkaeff Reasco/Djorkaeff Reasco9.jpg,0.7077024132480848,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)1.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)1.jpg,0.4386799719142416,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)12.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)12.jpg,0.3998232318774499,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)17.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)17.jpg,0.5251906689342755,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)18.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)18.jpg,0.6933132586831855,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)19.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)19.jpg,0.2165981058913308,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)20.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)20.jpg,,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)21.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)21.jpg,0.2723907085922672,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)24.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)24.jpg,0.7774564323398335,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)27.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)27.jpg,0.5710210539212165,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)3.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)3.jpg,,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)32.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)32.jpg,0.7600362124665281,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)40.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)40.jpg,0.4924369028556404,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)41.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)41.jpg,0.4219958673906207,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)45.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)45.jpg,,False
Group A,Ecuador Players,Images_Enner Valencia (captain),Enner Valencia (captain)46.jpg,data/Images/Group A/Ecuador Players/Images_Enner Valencia (captain)/Enner Valencia (captain)46.jpg,0.6518651799570274,False
